Id,JobTitle,Company,Location,Salary,TypeofJob,Description,Require,MoreInfo
9819,HOT IT Security Engineer (SecOps) (m/f/d),ZOI.TECH SGN,"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,Enjoy the magical world between big-name industry clients and a thriving nerd space. Come to the bright side of IT. Do you love a buzzing startup s...,IT Security,https://topdev.vn/viec-lam/it-security-engineer-secops-m-f-d-zoi-tech-sgn-2027081
9820,HOT Software Architect / Tech Lead (m/f/d),ZOI.TECH SGN,"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,Enjoy the magical world between big-name industry clients and a thriving nerd space. Come to the bright side of IT. Do you love a buzzing startup s...,"Technical Leader, AWS, Azure, Software Architect",https://topdev.vn/viec-lam/software-architect-tech-lead-m-f-d-zoi-tech-sgn-2027080
9821,HOT DevOps Engineer (m/f/d),ZOI.TECH SGN,"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,Enjoy the magical world between big-name industry clients and a thriving nerd space. Come to the bright side of IT. Do you love a buzzing startup s...,DevOps,https://topdev.vn/viec-lam/devops-engineer-m-f-d-zoi-tech-sgn-2027079
9822,"Flutter Mobile Developer (iOS, Android) - Junior/Senior",UniBiz,"Quận 5, Hồ Chí Minh","15,000,000 - 40,000,000 VND","Dịch vụ doanh nghiệp, Thương mại điện tử/ Bán lẻ, Dịch vụ IT, Gia công phần mềm, Viễn Thông, Phần Mềm",,"Mobile, Android, iOS, Flutter",https://topdev.vn/viec-lam/flutter-mobile-developer-ios-android-junior-senior-unibiz-2026209
9823,GAME DESIGNER,HayHay,"Quận Cầu Giấy, Hà Nội","15,000,000 - 25,000,000 VND",Giải trí/ Game,,"Game, Game Design",https://topdev.vn/viec-lam/game-designer-hayhay-2026551
9824,Digital Solution Tester,Ngân hàng Quốc Tế VIB,"Quận Hoàn Kiếm, Hà Nội - Quận 1, Hồ Chí Minh",Thương lượng,Ngân Hàng,Chịu trách nhiệm phát triển và vận hành các quy trình kiểm soát và đảm bảo chất lượng công nghệ và dịch vụ của các nền tảng công nghệ số; Đảm bảo các...,"Tester, JavaScript, Automation Tester, Selenium, Jmeter",https://topdev.vn/viec-lam/digital-solution-tester-ngan-hang-quoc-te-vib-2026548
9825,"Developer (Java/.Net, Golang,...)",Ngân hàng Quốc Tế VIB,"Quận Hoàn Kiếm, Hà Nội - Quận 1, Hồ Chí Minh",Thương lượng,Ngân Hàng,,"Java, Back-End, .NET, Golang",https://topdev.vn/viec-lam/developer-java-net-golang-ngan-hang-quoc-te-vib-2026547
9826,"NodeJS Back-end Developer | Up to $2,000",Hero Arena,"Thành phố Thủ Đức, Hồ Chí Minh","1,000 - 2,000 USD",Giải trí/ Game,,"NodeJS, Back-End",https://topdev.vn/viec-lam/nodejs-back-end-developer-up-to-2-000-hero-arena-2026695
9827,MANUAL TESTER (WEB & APPS),BIN CORPORATION GROUP VIỆT NAM,"Quận 7, Hồ Chí Minh","10,000,000 - 20,000,000 VND","Dịch vụ doanh nghiệp, Thương mại điện tử/ Bán lẻ, Quảng Cáo Truyền Thông, Phần Mềm, Bất động sản, Tài Chính",Chỉ tiêu: 6 Hình thức: Nhân viên chính thức. Loại hình: Toàn thời gian. Giới tính: Nam/Nữ. Độ tuổi: 22-35.,Manual Test,https://topdev.vn/viec-lam/manual-tester-web-apps-bin-corporation-group-viet-nam-2026556
9828,"Fullstack Development, Specialist",AIA Vietnam,"Quận 1, Hồ Chí Minh",Thương lượng,Bảo Hiểm,"You are an Application Development, you’ll build advanced web applications that serve millions of users for AIA Vietnam, using the latest JavaScript a...","Java, JavaScript, .NET, Full-Stack",https://topdev.vn/viec-lam/fullstack-development-specialist-aia-vietnam-2026552
9829,CHUYÊN VIÊN LẬP TRÌNH VÀ VẬN HÀNH HỆ THỐNG,Công ty TNHH Chứng Khoán ACB (ACBS),"Quận 3, Hồ Chí Minh",Thương lượng,Chứng khoán,,"System Admin, System Engineer",https://topdev.vn/viec-lam/chuyen-vien-lap-trinh-va-van-hanh-he-thong-cong-ty-tnhh-chung-khoan-acb-acbs-2026702
9830,"CHUYÊN VIÊN LẬP TRÌNH WEB (HTML5, CSS3, Javascript)",Công ty TNHH Chứng Khoán ACB (ACBS),"Quận 3, Hồ Chí Minh",Thương lượng,Chứng khoán,,"HTML5, JavaScript, CSS3",https://topdev.vn/viec-lam/chuyen-vien-lap-trinh-web-html5-css3-javascript-cong-ty-tnhh-chung-khoan-acb-acbs-2026700
9831,Kỹ sư lập trình C/C++,DICOM,"Quận Thanh Xuân, Hà Nội",Thương lượng,Dịch vụ doanh nghiệp,,"Linux, C++, Git, C Language, VoIP",https://topdev.vn/viec-lam/ky-su-lap-trinh-c-c-dicom-2026706
9832,LẬP TRÌNH VIÊN PHP (Up to 20mil),Công ty Cổ phần Công nghệ DNG,"Quận Tân Phú, Hồ Chí Minh","Lên tới 20,000,000 VND",Sức khỏe/ Làm đẹp,,"PHP, CSS, JavaScript, MySQL, HTML, Git",https://topdev.vn/viec-lam/lap-trinh-vien-php-up-to-20mil-cong-ty-co-phan-cong-nghe-dng-2026707
9833,.NET DEVELOPER,Công ty cổ phần DMSpro,"Thành phố Thủ Đức, Hồ Chí Minh",Thương lượng,Dịch vụ IT,"Main Task 1: Directing software programming and documentation development. Modifying software to fix errors, improve its performance, or upgrade inte...",".NET, .NET Core, ASP.NET",https://topdev.vn/viec-lam/net-developer-cong-ty-co-phan-dmspro-2026742
9834,Android Developer (Java/ Kotlin),BEETECH,"Quận Thanh Xuân, Hà Nội - Quận 1, Hồ Chí Minh","Lên tới 30,000,000 VND",Phần Mềm,,"Java, Kotlin, Android, Mobile",https://topdev.vn/viec-lam/android-developer-java-kotlin-beetech-2026790
9835,Lập trình viên (Java/.NET/MySQL),Ngân hàng Quốc Tế VIB,"Quận 1, Hồ Chí Minh - Quận Hoàn Kiếm, Hà Nội",Thương lượng,Ngân Hàng,,"ASP.NET, Java, .NET Core, MySQL, .NET",https://topdev.vn/viec-lam/lap-trinh-vien-java-net-mysql-ngan-hang-quoc-te-vib-2026788
9836,Project Leader (PHP/ Java/ C/ C++/ Swift),BEETECH,"Quận Thanh Xuân, Hà Nội - Quận 1, Hồ Chí Minh","Lên tới 30,000,000 VND",Phần Mềm,,"PHP, Swift, Java, Project Manager, Project Leader, C/C++",https://topdev.vn/viec-lam/project-leader-php-java-c-c-swift-beetech-2026793
9837,Lập trình viên Unity (C#/C++/Unity),Công ty TNHH App In Asia Việt Nam,"Quận Cầu Giấy, Hà Nội","Lên tới 2,500 USD","Phần Mềm, Giải trí/ Game, Công nghệ thông tin",,"OOP, Unity, C++, C#, Cocos2D",https://topdev.vn/viec-lam/lap-trinh-vien-unity-c-c-unity-cong-ty-tnhh-app-in-asia-viet-nam-2026792
9838,PHP Developer – Web Application,ABHORIZON,"Quận 1, Hồ Chí Minh",Thương lượng,Product,,"PHP, CSS, JavaScript, HTML",https://topdev.vn/viec-lam/php-developer-web-application-abhorizon-2026796
9839,Web Developer (JavaScript/SQL/jQuery),Uniccs Việt Nam,"Quận Tân Bình, Hồ Chí Minh",Thương lượng,Phần Mềm,Uniccs Việt Nam cần tuyển nhân viên chính thức làm việc tại vị trí Web Developer (JavaScript/SQL/jQuery).,"JavaScript, SQL, JQuery, Web, Full-Stack",https://topdev.vn/viec-lam/web-developer-javascript-sql-jquery-uniccs-viet-nam-2026797
9840,"PHP Developer (Laravel/ WordPress, JavaScript)",BEETECH,"Quận Thanh Xuân, Hà Nội - Quận 1, Hồ Chí Minh","15,000,000 - 30,000,000 VND",Phần Mềm,,"PHP, JavaScript, CakePHP, WordPress, Laravel",https://topdev.vn/viec-lam/php-developer-laravel-wordpress-javascript-beetech-2026791
9841,Mobile Developer (Flutter/ NodeJS),Whammy Tech,"Quận 1, Hồ Chí Minh","Lên tới 30,000,000 VND",Phần Mềm,,"CSS, UX/UI Design, JSON, NodeJS, Flutter, Mobile, API",https://topdev.vn/viec-lam/mobile-developer-flutter-nodejs-whammy-tech-2026802
9842,Front-end Developer (ReactJS/ JavaScript/ HTML5),Whammy Tech,"Quận 1, Hồ Chí Minh","Lên tới 30,000,000 VND",Phần Mềm,,"CSS, HTML5, JavaScript, MongoDB, REST API, ReactJS",https://topdev.vn/viec-lam/front-end-developer-reactjs-javascript-html5-whammy-tech-2026804
9843,KỸ SƯ HỆ THỐNG (SYSTEM ENGINEER),Công ty Cổ phần Nhựa Châu Âu,"Quận Bắc Từ Liêm, Hà Nội","14,000,000 - 18,000,000 VND",Sản xuất,,"System Engineer, Linux, MySQL, PostgreSQL, Windows",https://topdev.vn/viec-lam/ky-su-he-thong-system-engineer-cong-ty-co-phan-nhua-chau-au-2026902
9844,Back-end Developer (NodeJS),Whammy Tech,"Quận 1, Hồ Chí Minh","Lên tới 30,000,000 VND",Phần Mềm,,"JavaScript, NodeJS, MongoDB, REST API",https://topdev.vn/viec-lam/back-end-developer-nodejs-whammy-tech-2026805
9845,"Back-end Developer (ReactJS, NodeJS, ASP.NET core, Angular)",Ngân hàng Quốc Tế VIB,"Quận Hoàn Kiếm, Hà Nội - Quận 1, Hồ Chí Minh",Thương lượng,Ngân Hàng,Vị trí: Cán bộ Phòng Giải pháp công nghệ Tín dụng & Quản trị rủi ro  Chịu trách nhiệm:  Phát triển các ứng dụng ngân hàng về tín dụng và quản trị rủi...,"NodeJS, Back-End, ReactJS, Angular, ASP.NET Core",https://topdev.vn/viec-lam/back-end-developer-reactjs-nodejs-asp-net-core-angular-ngan-hang-quoc-te-vib-2026905
9846,Fresher/Junior Backend Engineer (NodeJS),YouNet Group,"Quận 11, Hồ Chí Minh",Thương lượng,Phần Mềm,YouNet Media is a member of  YouNet Group - the Leading Digital Transformation Group for Marketing powered by Social Intelligence. YouNet Media is...,"Linux, OOP, REST API, Git, NoSQL, NodeJS",https://topdev.vn/viec-lam/fresher-junior-backend-engineer-nodejs-younet-group-2026907
9847,"Magento Developer | Up to $2,500",Megazone Vietnam Company Limited,"Quận Ba Đình, Hà Nội","700 - 2,500 USD","E-commerce Platforms, Phần Mềm, Dịch vụ doanh nghiệp",,"PHP, Magento",https://topdev.vn/viec-lam/magento-developer-up-to-2-500-megazone-vietnam-company-limited-2026906
9848,"Full-Stack Java Software Engineer (JEE/ Spring/ Hibernate) | Up to $2,500",Megazone Vietnam Company Limited,"Quận Ba Đình, Hà Nội","500 - 2,500 USD","E-commerce Platforms, Phần Mềm, Dịch vụ doanh nghiệp",We are currently looking for Full-Stack Java Software Engineer.,"Java, Full-Stack, Spring, Jee",https://topdev.vn/viec-lam/full-stack-java-software-engineer-jee-spring-hibernate-up-to-2-500-megazone-vietnam-company-limited-2026909
9849,ASP.NET Developer,Ngân hàng Quốc Tế VIB,"Quận Hoàn Kiếm, Hà Nội",Thương lượng,Ngân Hàng,Vị trí: Cán bộ Phòng Giải pháp công nghệ Tín dụng & Quản trị rủi ro Chịu trách nhiệm: Phát triển các ứng dụng ngân hàng về tín dụng và quản trị rủi...,"ASP.NET, ASP.NET Core, NodeJS",https://topdev.vn/viec-lam/asp-net-developer-ngan-hang-quoc-te-vib-2026911
9850,"Front-end Developer (ReactJS/ AngularJS/ VueJS) | Up to $2,500",Megazone Vietnam Company Limited,"Quận Ba Đình, Hà Nội","500 - 2,500 USD","E-commerce Platforms, Phần Mềm, Dịch vụ doanh nghiệp",,"AngularJS, JavaScript, Front-End, ReactJS, VueJS, TypeScript",https://topdev.vn/viec-lam/front-end-developer-reactjs-angularjs-vuejs-up-to-2-500-megazone-vietnam-company-limited-2026908
9851,Senior Full-stack Engineer (ReactJS/NodeJS),YouNet Group,"Quận 11, Hồ Chí Minh",Thương lượng,Phần Mềm,YouNet Media is a member of  YouNet Group -  the leading SocialTech Group creating value for enterprises by applying Social Technologies in a variet...,"NodeJS, ReactJS, Full-Stack",https://topdev.vn/viec-lam/senior-full-stack-engineer-reactjs-nodejs-younet-group-2026912
9852,UX/UI Designer,Wise Commerce,"Quận Đống Đa, Hà Nội",Thương lượng,Phần Mềm,"Founded in 2015, WISE COMMERCE is on the path to creating a global digital commerce community for brands and companies in the commerce space. Entrepre...","UX/UI Design, Photoshop",https://topdev.vn/viec-lam/ux-ui-designer-wise-commerce-2026915
9853,Senior Mobile App Developer (Flutter),ENGMA,"Quận Phú Nhuận, Hồ Chí Minh","20,000,000 - 35,000,000 VND",Phần Mềm,"Mức lương thỏa thuận từ: từ 20 - 35 triệu VNĐ Môi trường làm việc chuyên nghiệp, năng động, thăng tiến Thưởng khi hoàn thành dự án đúng tiến độ","OOP, REST API, Flutter, Mobile, UX/UI Design",https://topdev.vn/viec-lam/senior-mobile-app-developer-flutter-engma-2026913
9854,HOT Project Manager (Quản lý Dự án Giải pháp Công nghệ tín dụng và Quản lý rủi ro),Ngân hàng Quốc Tế VIB,"Quận 1, Hồ Chí Minh",Thương lượng,Ngân Hàng,"Chịu trách nhiệm xây dựng, triển khai và quản lý các dự án công nghệ đảm bảo đúng phạm vi, ngân sách, tiến độ và chất lượng theo cam kết.","Agile, Oracle, Java, SQL, Project Manager, English - Good, Oracle Rac/ SQL Server, Cloud",https://topdev.vn/viec-lam/project-manager-quan-ly-du-an-giai-phap-cong-nghe-tin-dung-va-quan-ly-rui-ro-ngan-hang-quoc-te-vib-2027057
9855,iOS Developer,CÔNG TY CỔ PHẦN CELEBE VIỆT NAM,"Quận Hai Bà Trưng, Hà Nội - Quận 4, Hồ Chí Minh",Thương lượng,Giải trí/ Game,"Với sự phát triển ngày càng lớn về quy mô của CELEBe Vietnam, để đáp ứng nhu cầu nhân sự, CELEBe Vietnam cần tuyển dụng 03 iOS Developer (Junior/Sen...","Swift, iOS, Mobile",https://topdev.vn/viec-lam/ios-developer-cong-ty-co-phan-celebe-viet-nam-2027077
9856,"Front-end Web Developer (Html5, Css, Javascript, Bootstrap)",BIN CORPORATION GROUP VIỆT NAM,"Quận 7, Hồ Chí Minh","10,000,000 - 20,000,000 VND","Dịch vụ doanh nghiệp, Thương mại điện tử/ Bán lẻ, Quảng Cáo Truyền Thông, Phần Mềm, Bất động sản, Tài Chính",BIN CORPORATION GROUP là công ty PRODUCT (IN HOUSE) với kinh nghiệm 13 năm phát triển các Dự án Thương mại điện tử Quốc tế CHUYÊN phục vụ thị trường k...,"CSS, JavaScript, HTML, Front-End",https://topdev.vn/viec-lam/front-end-web-developer-html5-css-javascript-bootstrap-bin-corporation-group-viet-nam-2027076
9857,Mobile Developer (Flutter),ASIM TELECOM,"Quận Tân Bình, Hồ Chí Minh - Quận Ba Đình, Hà Nội - None","500 - 2,700 USD",Viễn Thông,What we're looking for? ASIM Telecom is a young product-based company. Our products focus on providing services and solutions for people around the...,"Mobile, Flutter",https://topdev.vn/viec-lam/mobile-developer-flutter-asim-telecom-2027075
9858,[All Levels] Full-Stack Engineer,Care Health,"Quận 1, Hồ Chí Minh","2,000 - 3,500 USD",Software,Care is a modern person-centric health platform that connects you to the healthcare ecosystem.  We are excited to shape the future of healthcare an...,"NodeJS, Full-Stack, ReactJS, TypeScript",https://topdev.vn/viec-lam/all-levels-full-stack-engineer-care-health-2027074
9859,Quality Control (Manual Tester),Intrepid Group,"Quận 1, Hồ Chí Minh",Thương lượng,Thương mại điện tử/ Bán lẻ,"Built by Lazada founders, Intrepid is a fast-growing and industry-leading ecommerce enabler. We help brands to fulfill their ecommerce potential acros...","QC, Manual Test, Tester",https://topdev.vn/viec-lam/quality-control-manual-tester-intrepid-group-2027073
9860,HOT AIC Back-End Engineer,FPT Software,"Thành phố Thủ Đức, Hồ Chí Minh",Thương lượng,Phần Mềm,A Backend Engineer to join our team will be responsible for design software architecture and deliver high quality code. The candidate is an experience...,"Android, Java, Mobile, Back-End, Kotlin",https://topdev.vn/viec-lam/aic-back-end-engineer-fpt-software-2027068
9861,[All Levels] LẬP TRÌNH VIÊN NODEJS,Firefly Innovative (IZIHELP),"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,Công ty Cổ phần Firefly Innovative chuyên cung cấp Hệ thống Quản lý Chăm sóc khách hàng đa kênh và Hệ thống tổng đài Call Center.,"JavaScript, NodeJS",https://topdev.vn/viec-lam/all-levels-lap-trinh-vien-nodejs-firefly-innovative-izihelp-2027067
9862,[All Levels] Nhân viên kiểm soát chất lượng sản phẩm (QA/QC/Tester),Firefly Innovative (IZIHELP),"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,Công ty Cổ phần Firefly Innovative chuyên cung cấp Hệ thống Quản lý Chăm sóc khách hàng đa kênh và Hệ thống tổng đài Call Center.,"QA, QC, Tester",https://topdev.vn/viec-lam/all-levels-nhan-vien-kiem-soat-chat-luong-san-pham-qa-qc-tester-firefly-innovative-izihelp-2027066
9863,Senior Back-end Developer (NodeJS),Hanwha Financial Technology,"Quận 1, Hồ Chí Minh","Lên tới 50,000,000 VND",Fintech,,"NodeJS, Back-End",https://topdev.vn/viec-lam/senior-back-end-developer-nodejs-hanwha-financial-technology-2027065
9864,".NET DEVELOPER (C#, ASP.NET)",CNV Loyalty,"Quận 1, Hồ Chí Minh","15,000,000 - 35,000,000 VND",Phần Mềm,,"HTML5, ASP.NET, C#, .NET, CSS3",https://topdev.vn/viec-lam/net-developer-c-asp-net-cnv-loyalty-2027064
9865,HOT [Junior / Senior] Product Executive,Applancer JSC - TopDev,"Quận Bình Thạnh, Hồ Chí Minh",Thương lượng,"Dịch vụ doanh nghiệp, Nhân sự",TopDev is looking for a Product Executive (Junior and Senior Level) to join the journey of creating the top IT jobs platform in Vietnam.,"UX/UI Design, Business Analyst, Product Manager",https://topdev.vn/viec-lam/junior-senior-product-executive-applancer-jsc-topdev-2026454
9866,DATA SCIENTIST ~ Upto $3000,DATX Vietnam,"Quận Hai Bà Trưng, Hà Nội",Thương lượng,Fintech,"As a Data Scientist with NLP & ML skills set, you will be working in a fast-paced environment which needs a mindset of a start-up and an entrepreneu...",Data Science,https://topdev.vn/viec-lam/data-scientist-upto-3000-datx-vietnam-2026535
9867,"Remote Full-stack Developer (ReactJS, NodeJS)~ Up to $3000",DATX Vietnam,"Quận Hai Bà Trưng, Hà Nội",Thương lượng,Fintech,"As a Software developer, you will be working in a fast-paced environment which needs a mindset of a start-up and an entrepreneur that is not hesitant...","Front-End, Back-End, Database, JavaScript, MySQL, NodeJS, HTML, MongoDB, ReactJS, CSS3, React Native",https://topdev.vn/viec-lam/remote-full-stack-developer-reactjs-nodejs-up-to-3000-datx-vietnam-2026533
9868,"Front-end Developer (Javascript, HTML, CSS)",ARTSTUFF,"Quận Phú Nhuận, Hồ Chí Minh",Thương lượng,"Product, Kinh Doanh",,"JavaScript, HTML, Front-End, SCSS",https://topdev.vn/viec-lam/front-end-developer-javascript-html-css-artstuff-2026536
9869,ReactJS Developer,BnK Solutions,"Quận Cầu Giấy, Hà Nội",Thương lượng,Phần Mềm,,"CSS, JavaScript, ReactJS, HTML & CSS",https://topdev.vn/viec-lam/reactjs-developer-bnk-solutions-2026531
